Review_Text,Sentiment
Very good,Positive
une très bonne découverte ✅,Positive
"Endroit propre

Accueil
chez eux c'est etahred les serveurs ne vous calculent pas tu rentres tu te débrouilles a trouver comment ça se passe ou est le menu ou payer....

Les prix sont excessivement cher

Le poulet crispy yerham waldikom c'est quoi hadik l'épice que vous utilisez kima dert ma3rfthach elle est Infecte ghir hbsouha. Sel et poivre noir suffisent
Pourtant la texture du crispy est très bonne c'est dommage de la gâcher avec ça

Pour Le riz c'est quoi votre délire avec les saveurs bizarre du riz bzbib w rtel kronfel
Non a un moment faut arrêter

Le visuel y est mais question goût pas du tout

Stationnement impossible

Si je recommande ? Non",Negative
Good atmosphere  and nice place,Positive
"Bon potentiel..
Peut s'améliorer.",Negative
"Un personnel très agréable une cuisine très correcte .. prix raisonnables
..je recommande",Positive
Mauvaise service,Negative
"⭐⭐⭐⭐⭐
endroit très calme  service excellent
meilleur restaurant au niveau de tipaza",Positive
مطعم مشهور,Positive
"Nul ...rien à dire plus que ça,",Negative
Its meat Tacos was good i liked it. And i might reorder one more time in future.,Positive
Base prix et meilleur service,Positive
مكان عائلي جميل,Positive
Tt est top.nn nous étions agréablement surpris. C'était une bonne expérience,Positive
Super bon et endroit familia,Positive
معاملة صفر,Negative
"Déçu, trop cher pour un fast food ordinaire, tout est payant, même les sauces, les prix d'un restaurant gastronomique, le seul point positif est la propreté.",Negative
مكان عائلي ماكلة مليحة المكان نضيف، العمال ناقصين زوج مرات نعاودلو يجيبلي حاجة وينساني .,Positive
"Service très long et la bouffe pas au top, je ne reviendrai plus désolé",Negative
Pas bon  du tout meme presque infecte un goût bizarre,Negative
شاورما بزاف بنينة,Positive
The best shawarma i’ve ever eat and the crispy its just amazing ✨,Positive
"Malheureusement,  comme tout autre commerce en Algérie, vous avez décider d'augmenter vos prix ! Je viendrai plus jamais et c'est très dommage car je me considère aujourd'hui comme une cliente fidèle.. enfin ancienne cliente fidèle  
Je déconseille vivement !!",Negative
"I believe this is the worst  service I've ever seen in my life
(0⭐)",Negative
J ai pas aimé y a beaucoup mieux dans le meme concept,Negative
Wow,Positive
Bien,Positive
Agréable endroit,Positive
Très très très mal organisé c'est. Vraiment dommage psk c un lieu chaleureux et convivial,Positive
Best pizza ever!,Positive
"j'ai passé un agréable moment en famille hier chez Casanova Koléa, merci pour tt l'équipe du resto.",Positive
La pire pizza méga que j'ai jamais mangé,Negative
"Très bon service, hygiène impeccable bonne continuation",Positive
"Ambiance familiale, le service était pas mal.
Mais les plats   sont très fades, les pizzas pas très fameuse, à peine j'ai senti le goût du fromage.
Nous avons eu la visite surprise,a la fin du repas, d'une petite bestiole détestable qui vadrouillait sur la table et le mur a coté,  je n'ai pas voulu le faire remarquer à la serveuse, qui était très gentille et sympa d'ailleurs,  nous avons juste quitté les lieux.",Negative
J'adooooooor,Positive
Mkla bzzzf bzzzf bnina o li  ykhdmo tem bzzf jontii meilleures Restaurant  barvou kmlo hkda,Positive
Un des meilleurs restaurants de Koléa. Je recommande vivement.,Positive
"Les plats sont délicieux et très copieux, le lieu lui-même est magnifique, spacieux et très propre. Le service était extrêmement aimable, rapide et accueillant surtout les filles trop gentille et attentive. Je recommande vivement!!",Positive
"لم تعجبني البطاطا المقلية، مليئة بالزيت وغير مقرمشة..
الأسعار غالية بالتناسب مع الطعام المقدم.
الاستقبال جيد.
أيضا بالنسبة للدفع تجد نفسك في طابور بسبب عدم وجود الفكة!",Negative
Delicious,Positive
Service 0000,Negative
Service trop lente,Negative
مكان عائلي محترم بدرجة اولى ، كمية  اكل معتبرة و ذوق جيد نوعًا ما,Positive
"Chick's nook . Meilleur expérience du jour service agréable bouffe délicieuse endroit tres propre j'ai trop aimer je reviendrai certainement
Spécial merci a la serveuse qui portait des lunettes elle était hyper gentille
Staff très accueillant merci bcp tous wash n9oll 9lil koulch hayel
Endroit a conseillé

Truc que j pas aimer c bien y'a pas ou stationner / manque de climatisation",Positive
"Excellent
The waiters were nice
Good food
I only find the menu limited, I hope they will add more spicy and hot options",Positive
"Good , decent place they changed business I don't know why",Positive
L'accueil et chaleureux Belle décoration extérieure et intérieure les pizzas sont délicieux et les prix sont abordables je conseille vivement ce restaurant,Positive
L'accueille  le responsable machallah le mange ça va le sandwich trop bon mais la pizza pas trop,Positive
Zeroooo     franchement c'est null pizza za3ma fromage d’importation pfff yekalkho ll nass,Negative
"Juste parfait, je recommande vivement.",Positive
"Services tres gentil, Familiale et pour couple, qualité du menu pas trop fan, la musique est un peut forte a mon avis, mais si vous etes a kolea c’est le seul resto a recommend",Positive
"Endroit calme, a emporté ou sur place , familial, bonne bouffe, prix abordable.",Positive
Je suis surprise de voir de bons avis sur ce resto parceque moi je ne partage pas leur avis car jai eu une très mauvaise expérience jai acheté chez eux 2 pizzas car on me les a recommandé et jai payé au prix du fromage importé 800da la petie pizza ma3lich car je voulais juste que ce soit bon mais a ma surprise le fromage n'était quautre que le local (napoli) vous vous foutez de notre gueule en pensant que lon sait pas faire la difference. Je ne remerterai plus les pieds labas c sur,Negative
"Endroit chaleureux, personnel sérieux, on a commandé une pizza végétarienne c'était vraiment bon, bonne continuation",Positive
Meilleur endroit familiale restaurant top,Positive
"One of the best place in kolea
Reception ,organisation and delecious food.
Thank you",Positive
Super restaurant surtout avec mes amies,Positive
Équipe magnifique service très agréable restaurant magnifique,Positive
Meilleur service avec une exclente qualite,Positive
مطعم مميز يقدم الشاورما والدجاج الكريسبي كما يتمتع بقاعة اكل واسعة ونظيفة واطلالة على الطريق كما يمتلك عمال رائعين ومضيافين .. اتمنى تزوروه ومراحش تندموا,Positive
"Le poulet était savoureux, parfaitement assaisonné et tendre Le service était rapide et efficace. L'acceuille et l'ambiance était Top
. En bref, une excellente adresse pour les amateurs de poulet que je recommande vivement.",Positive
"جيته صدفه وانا تايه مطعم واجهه واستقبال مريح يوجد تاخير في استلام الطلبات الاكل الشاورما رهيبه
البروستد حقهم شبيه كنتاكي كشكل شبيه نفسه يعني مو قد كذا",Positive
"C’est très bon surtout le crispy, les frites, services très professionnel ❤️ testahlou",Positive
Service très très long,Positive
On est venu aujourd'hui mon restaurant préféré chick's nook toujours makla bnina soit crispy soit chawerma  mais tawlou 3lina chwya kan 3andehom lghachiii en tout cas bon continuation,Positive
1h d'attente pour 6 morceaux de Shawarma. A fuir.,Negative
"On y est parti le dernier jour du ramadan on cherchait à manger dehors tout était fermé
On est tombé sur ce fast food vide on a hésité mais on avait pas le choix …

Résultat le resto est très propre les serveurs très gentils et la bouffe est très correct
Nous étions 5 nous avons pris la box family chawarma et box family chicken crispy c’était très copieux ! On a pris de l’eau avec
Le frites sont très grosses et bonnes
Le riz est parfumé mais ça passe
On a payé 7000 dinars pour 5",Positive
Le meilleur auto école,Positive
"Mixed Feelings: Nice Ambiance, But Disappointing Food and Overpriced

I recently visited Chicks Nook with high hopes for a satisfying meal. Walking in, I was impressed by the inviting atmosphere - the place was nice, clean, and had a cozy vibe that made me feel welcome.

However, my excitement dwindled as soon as I tasted the food. Despite the appealing presentation, the taste fell short of my expectations. The Shawarma and the crispy chickens was dry and tasteless.
I found the prices to be exorbitant for the quality of food served. Paying a premium for subpar meals left a bitter taste in my mouth, both figuratively and literally.

While I appreciated the effort put into creating a pleasant ambiance, it's clear that more attention needs to be given to the quality of the food and its pricing. Until then, I'll be exploring other dining options that offer better value for my money.

Thank you.",Positive
أسوء تجربة، أخدت شاورما بوكس عربي فيه  فريت وشاورما رغيف مقسوم على 8 قطع ب650 دينار. لا بنة، لا حجم. أنا مافهمتش وعلاش حاطينو بهذا السعر.,Negative
Service excelent merci casanova,Positive
Pizza magnifique endroit conviviale meilleur equipe casanova,Positive
tres bonne pizza avec mes amies,Positive
Trés propre et staff trés serviable et acceuillant .,Positive
Accueil très chaleureux avec un service excellent,Positive
Meilleures endroit service excellent bon courage mes amis,Positive
Magnifique magnifique magnifique....,Positive
Accueil chaleureux et service au top,Positive
Service excellent merci beaucoup l'équipe Casanova,Positive
